1.0, 84.12977642443366, 1.1413351814814816, 0.004583473553979406, 1.1391488071563387, 1.1435215558066245
1137346800, 1137372700, 1148309500, 1133392900, 1144334100, 1140508200, 1149086400, 1132354500, 1140675600, 1145058500, 1144873800, 1140690100, 1145338900, 1143893900, 1140914400, 1136728600, 1140925200, 1148151600, 1140881800, 1140605000, 1144329700, 1132909800, 1144782500, 1135974400, 1140782300, 1144917200, 1140911500
