1.0, 96.32715300103514, 1.7994794235294116, 0.005862598588353275, 1.795805991485548, 1.8031528555732752
1805700500, 1796034100, 1804625700, 1794779400, 1792819200, 1795816500, 1804235600, 1807659700, 1800541700, 1791519400, 1791977500, 1792354200, 1796508500, 1803756500, 1808305600, 1804651800, 1799864300
