1.0, 3.897604423188584, 0.21283243666666668, 0.004967554431576787, 0.21059951327312243, 0.21506536006021093
206544300, 218910000, 211879400, 214630400, 210517500, 210966600, 215781300, 206633400, 218472400, 202939700, 211113400, 218339000, 215603900, 206350800, 215422300, 218638700, 211528600, 214774900, 202927900, 210353500, 211704800, 211057800, 218558000, 219141900, 219713500, 206861100, 219147600, 210304600, 210859200, 215296600
