1.0, 96.18669573600448, 1.8017719352941177, 0.005301231056431737, 1.7984502492292884, 1.805093621358947
1808102100, 1804674800, 1808642000, 1794994600, 1804364900, 1804359200, 1795628800, 1796436800, 1795812400, 1796306100, 1795925900, 1800132700, 1807955500, 1808216700, 1800555900, 1799829700, 1808184800
