1.0, 3.916110388625005, 0.21125811000000003, 0.005584148470963018, 0.20874802663290548, 0.21376819336709457
204364800, 214691700, 207430700, 210437000, 215054100, 210634000, 207357200, 210794100, 219058800, 218651500, 215048900, 211759200, 202920500, 206582400, 206264700, 207055900, 202584500, 215141400, 218737100, 202962000, 219337800, 218988400, 206697000, 219738100, 210921600, 206947500, 206474800, 219037100, 210635100, 211435400
