1.0, 96.08293758597755, 1.8035007588235294, 0.004576637710571335, 1.8006330940216844, 1.8063684236253745
1796432300, 1803763600, 1806196100, 1803756700, 1796379200, 1808738100, 1808202800, 1800329900, 1799422700, 1808982200, 1802240500, 1800642200, 1808034900, 1803630400, 1796580500, 1807628800, 1808552000
