1.0, 96.49797252714075, 1.7964053588235291, 0.004203279339702918, 1.7937716357768159, 1.7990390818702424
1802265000, 1800221800, 1791865800, 1800183800, 1799387800, 1792688000, 1788194000, 1795400700, 1795746100, 1796480300, 1795630100, 1796542600, 1804335300, 1792564700, 1794820600, 1799923000, 1792641500
