1.0, 96.01057215708907, 1.805285023529412, 0.006048404595379806, 1.8014951677308146, 1.8090748793280094
1811487800, 1800218300, 1811849300, 1805250100, 1803797700, 1812384200, 1808019300, 1795777500, 1812215800, 1804870100, 1808281500, 1808202100, 1810572500, 1800874300, 1804022600, 1791488800, 1800533500
