1.0, 84.1944410745013, 1.1398621666666666, 0.004378520087180849, 1.1377735577136547, 1.1419507756196785
1137228700, 1136289500, 1136379200, 1140629100, 1137076300, 1144932900, 1140670900, 1139769300, 1149198900, 1136015400, 1148864800, 1143105400, 1132644800, 1140371400, 1140855300, 1133323000, 1140453600, 1143827900, 1148689000, 1136515100, 1136772100, 1140001800, 1136754500, 1136114100, 1140514900, 1138360200, 1140920400
