1.0, 84.25869719364675, 1.1387238074074073, 0.0038971418143918597, 1.1368648219231277, 1.140582792891687
1136531200, 1140392200, 1133316200, 1136049000, 1136911300, 1140127000, 1140495400, 1136597000, 1140699200, 1144086900, 1140928500, 1136235100, 1132312400, 1136571300, 1136273500, 1145566900, 1139984200, 1143087400, 1145531500, 1144858300, 1132808900, 1132601000, 1140843800, 1138638300, 1136014400, 1137229700, 1140852200
