1.0, 3.902821919777808, 0.21239485999999996, 0.004527903788547722, 0.2103595602499061, 0.21443015975009383
205413000, 207296900, 214860200, 218920700, 215370300, 215614900, 210259900, 218826100, 215419000, 206914400, 215431400, 210922800, 219527600, 219119500, 207138200, 206437000, 210141600, 215218500, 210762900, 215498700, 211193800, 206371700, 215439100, 206511700, 211429000, 214311800, 219171800, 210602100, 211156600, 206564600
