1.0, 84.15851169649333, 1.1406294925925926, 0.004230082222416548, 1.1386116903612902, 1.142647294823895
1145954800, 1141138900, 1144496700, 1144574500, 1140723400, 1136782000, 1140808000, 1148414200, 1144565200, 1133427700, 1140603600, 1136225600, 1133042600, 1136273000, 1136972900, 1136693300, 1144960300, 1136647800, 1139856500, 1140359500, 1145194600, 1144452200, 1140856100, 1145143500, 1136985900, 1136805400, 1145038100
