1.0, 3.91058530134299, 0.21178743333333333, 0.005273174719296707, 0.20941713314817234, 0.21415773351849432
202825200, 206653900, 209765300, 210377900, 206975200, 218505400, 211487400, 205882000, 215308700, 210862700, 214975800, 202947500, 206437700, 209860300, 218757800, 219329500, 218792300, 206873800, 207216300, 206024000, 215788200, 211727900, 210597000, 219501200, 210781100, 219232100, 215158700, 207289500, 214896900, 218791700
