1.0, 3.8984274601279885, 0.21212883666666663, 0.005093998202650763, 0.20983907660262627, 0.21441859673070698
204857100, 215089300, 211255900, 206695600, 218461700, 211134100, 215465900, 215031400, 206721900, 218612500, 212616800, 203847500, 218956000, 210684800, 210854900, 214911200, 211374100, 206704300, 218285700, 207544800, 206527700, 219717400, 210808800, 218762700, 207874900, 215013300, 220493700, 203184700, 211237100, 211139300
