1.0, 83.98243957049004, 1.1426450814814813, 0.004724227036574907, 1.1403915659812236, 1.144898596981739
1143037600, 1140070200, 1144831700, 1149210800, 1148726400, 1140561300, 1141272100, 1144620600, 1136401900, 1144888000, 1141050500, 1136107800, 1149245000, 1142413400, 1136781900, 1148521000, 1148976500, 1136265200, 1140646300, 1136890600, 1136917900, 1140808900, 1144646700, 1144337700, 1148764800, 1136454800, 1148967600
